Consecutivo;;Cliente;Producto;PesoVenta;Sacos;Precio;Total
898;05/05/2016 16:50:29;96;1;15190;0;6152;93448880
899;05/05/2016 16:51:31;96;1;14410;0;6152;88650320
900;05/05/2016 16:52:05;96;1;8141;0;6152;50083432
901;10/05/2016 11:26:03;107;9;9985;200;8500;84872500
902;10/05/2016 11:26:22;107;9;10050;200;8500;85425000
903;11/05/2016 11:30:26;77;9;17197;267;8460;145486620
904;11/05/2016 11:31:51;77;9;17329;341;8460;146603340
905;11/05/2016 11:35:24;77;9;15605;260;8460;132018300
906;11/05/2016 11:36:33;77;9;17874;295;8460;151214040
907;11/05/2016 11:45:43;77;9;16784;315;8460;141992640
908;11/05/2016 12:00:25;77;9;17836;276;8460;150892560
909;11/05/2016 12:09:11;77;9;17423;332;8460;147398580
910;12/05/2016 14:29:49;1569;9;56;0;8000;448000
911;12/05/2016 18:40:07;96;1;6439;0;6472;41673208
912;12/05/2016 18:40:25;96;1;14880;0;6472;96303360
913;12/05/2016 18:40:49;96;1;14058;0;6472;90983376
914;12/05/2016 18:41:11;96;1;14623;0;6472;94640056
915;16/05/2016 10:12:56;77;9;16681;180;8460;141121260
916;16/05/2016 17:37:13;96;1;286;0;6512;1862432
917;16/05/2016 17:39:00;96;1;7642;0;6512;49764704
918;16/05/2016 17:39:15;96;1;6950;0;6512;45258400
919;16/05/2016 17:39:33;96;1;13454;0;6512;87612448
920;16/05/2016 17:39:55;96;1;10593;0;6512;68981616
921;16/05/2016 17:40:22;96;1;3880;0;6512;25266560
922;16/05/2016 17:40:43;96;1;7195;0;6512;46853840
923;16/05/2016 17:46:20;96;1;14670;0;6792;99638640
924;16/05/2016 17:46:38;96;1;14760;0;6792;100249920
925;16/05/2016 17:47:14;96;1;4159;0;6792;28247928
926;16/05/2016 17:47:29;96;1;16075;0;6792;109181400
927;16/05/2016 17:48:07;96;1;336;0;6792;2282112
928;18/05/2016 17:09:38;1212;9;14646;295;8500;124491000
929;18/05/2016 17:22:27;1212;9;13833;276;8500;117580500
930;18/05/2016 17:22:55;1212;9;7262;143;8500;61727000
931;18/05/2016 17:25:25;1212;9;10430;209;8500;88655000
932;18/05/2016 17:26:00;1212;9;14305;285;8500;121592500
933;18/05/2016 18:28:16;77;9;12027;245;8460;101748420
934;18/05/2016 18:31:22;77;9;16724,5;277;8460;141489270
935;18/05/2016 18:31:44;77;9;941;17;8460;7960860
936;18/05/2016 18:33:05;77;9;16820;334;8460;142297200
937;18/05/2016 18:33:36;77;9;17194;343;8460;145461240
938;18/05/2016 18:34:27;77;9;10960;220;8460;92721600
939;18/05/2016 18:35:48;77;9;9354;220;8460;79134840
940;18/05/2016 07:59:38;77;9;640;0;8460;5414400
941;19/05/2016 09:36:25;1212;9;14263;288;8500;121235500
942;19/05/2016 16:58:08;1212;9;15710;315;8500;133535000
943;19/05/2016 14:44:48;96;1;13894;0;6688;92923072
944;19/05/2016 14:45:03;96;1;14880;0;6688;99517440
945;19/05/2016 14:46:03;96;1;15560;0;6688;104065280
946;19/05/2016 14:47:41;96;1;5666;0;6688;37894208
947;20/05/2016 14:53:18;592;9;13466;0;8100;109074600
948;20/05/2016 14:53:53;592;9;3811;0;8400;32012400
949;20/05/2016 14:55:48;592;9;17307;0;8400;145378800
950;21/05/2016 15:13:43;592;9;17277;0;8400;145126800
951;23/05/2016 16:21:31;592;9;17267;0;8400;145042800
952;23/05/2016 16:30:04;592;9;17257;0;8400;144958800
953;24/05/2016 18:52:34;592;9;17257;0;8400;144958800
954;24/05/2016 17:43:51;96;1;9134;0;6592;60211328
955;24/05/2016 17:44:04;96;1;14820;0;6592;97693440
956;24/05/2016 17:44:50;96;1;14520;0;6592;95715840
957;24/05/2016 17:46:15;96;1;11520;0;6592;75939840
958;24/05/2016 17:46:48;96;1;6;0;6592;39552
959;26/05/2016 12:22:53;592;1;17297;0;8400;145294800
960;26/05/2016 12:23:11;592;1;17297;0;8400;145294800
961;26/05/2016 12:25:02;592;1;17257;0;8400;144958800
962;27/05/2016 10:14:09;592;9;17287;0;8400;145210800
963;27/05/2016 10:14:21;592;9;17297;0;8400;145294800
964;28/05/2016 12:06:18;592;9;17267;0;8400;145042800
965;01/06/2016 17:57:17;96;1;14900;0;6552;97624800
966;01/06/2016 17:59:01;96;1;14230;0;6400;91072000
967;01/06/2016 17:59:16;96;1;2715;0;6400;17376000
968;01/06/2016 18:00:28;96;1;3484;0;6552;22827168
969;01/06/2016 18:00:53;96;1;14671;0;6400;93894400
970;03/06/2016 17:46:24;592;9;17197;0;8400;144454800
971;03/06/2016 17:48:01;592;9;6122;0;8400;51424800
972;03/06/2016 17:48:44;592;9;11145;0;8400;93618000
973;03/06/2016 17:50:33;592;9;17237;0;8400;144790800
974;03/06/2016 17:50:50;592;9;17227;0;8400;144706800
975;03/06/2016 14:59:08;96;1;14840;0;6280;93195200
976;03/06/2016 14:59:22;96;1;11319;0;6280;71083320
977;03/06/2016 15:01:24;96;1;3841;0;6280;24121480
978;03/06/2016 15:03:47;96;1;9722;0;6440;62609680
979;03/06/2016 15:04:12;96;1;14073;0;6440;90630120
980;03/06/2016 15:05:13;96;1;14190;0;6440;91383600
981;03/06/2016 15:05:57;96;1;12015;0;6440;77376600
982;07/06/2016 07:12:24;592;9;17267;0;8400;145042800
983;07/06/2016 07:14:36;592;9;17307;0;8400;145378800
984;08/06/2016 09:54:16;107;9;9750;196;8500;82875000
985;08/06/2016 09:54:40;107;9;9660;198;8500;82110000
986;08/06/2016 09:55:17;107;9;7017;140;8500;59644500
987;09/06/2016 14:19:15;96;1;9650;0;6840;66006000
988;09/06/2016 14:19:29;96;1;5090;0;6840;34815600
989;09/06/2016 14:20:09;96;1;15060;0;6840;103010400
990;09/06/2016 14:22:00;96;1;11729;0;6880;80695520
991;09/06/2016 14:22:13;96;1;8471;0;6880;58280480
992;11/06/2016 14:28:28;592;9;17462;0;8400;146680800
993;11/06/2016 14:29:00;592;9;17417;0;8400;146302800
994;11/06/2016 14:29:45;592;9;17417;0;8400;146302800
995;11/06/2016 17:21:14;1212;9;9283;186;8400;77977200
996;13/06/2016 17:33:20;592;9;17437;0;8400;146470800
997;13/06/2016 17:34:04;592;9;17387;0;8400;146050800
998;13/06/2016 17:53:41;1212;9;14773;295;8400;124093200
999;13/06/2016 18:04:29;1212;9;6277;128;8500;53354500
1000;15/06/2016 07:58:48;592;9;15500;0;8400;130200000
1001;15/06/2016 08:01:19;592;9;2167;0;8500;18419500
1002;15/06/2016 08:02:06;592;9;17207;0;8500;146259500
1003;15/06/2016 08:02:31;592;9;17138;0;8500;145673000
1004;15/06/2016 19:03:42;96;1;2342;0;6760;15831920
1005;15/06/2016 19:03:59;96;1;14465;0;6760;97783400
1006;15/06/2016 19:05:26;96;1;14450;0;6760;97682000
1007;15/06/2016 19:06:04;96;1;14100;0;6760;95316000
1008;15/06/2016 19:06:39;96;1;4643;0;6760;31386680
1009;16/06/2016 13:14:56;592;9;17247;0;8500;146599500
1010;16/06/2016 13:15:24;592;9;17237;0;8500;146514500
1011;16/06/2016 11:54:02;46;9;9897;200;8468;83807796
1012;16/06/2016 11:54:18;46;9;10070;200;8468;85272760
1013;16/06/2016 17:53:21;107;9;11773;240;8400;98893200
1014;16/06/2016 17:56:03;107;9;12912;260;8400;108460800
1015;16/06/2016 17:56:43;107;9;6985;140;8400;58674000
1016;16/06/2016 17:57:55;107;9;17806;360;8500;151351000
1017;16/06/2016 17:59:54;107;9;9766;200;8400;82034400
1018;16/06/2016 18:00:28;107;9;9645;197;8400;81018000
1019;16/06/2016 18:01:32;107;9;9923;200;8400;83353200
1020;16/06/2016 18:03:12;107;9;17580;364;8500;149430000
1021;16/06/2016 18:04:54;107;9;9810;198;8500;83385000
1022;16/06/2016 18:06:26;107;9;7015;140;8500;59627500
1023;18/06/2016 07:10:55;592;9;17217;0;8500;146344500
1024;18/06/2016 07:11:20;592;9;17227;0;8500;146429500
1025;18/06/2016 07:11:50;592;9;17227;0;8500;146429500
1026;18/06/2016 07:55:18;3718;7;7016;0;3900;27362400
1027;20/06/2016 14:12:26;1212;9;16875;348;8400;141750000
1028;20/06/2016 14:13:46;1212;9;16889;338;8400;141867600
1029;21/06/2016 13:31:19;592;9;17197;0;8500;146174500
1030;21/06/2016 13:31:49;592;9;17237;0;8500;146514500
1031;21/06/2016 13:32:45;592;9;17257;0;8500;146684500
1032;22/06/2016 17:18:12;592;9;17237;0;8500;146514500
1033;22/06/2016 17:43:00;96;1;5142;0;6440;33114480
1034;22/06/2016 17:43:20;96;1;13120;0;6440;84492800
1035;22/06/2016 17:44:21;96;1;14127;0;6440;90977880
1036;22/06/2016 17:46:02;96;1;14602;0;6416;93686432
1037;22/06/2016 17:47:11;96;1;8623;0;6376;54980248
1038;22/06/2016 17:49:37;96;1;10427;0;6440;67149880
1039;22/06/2016 17:49:51;96;1;7184;0;6440;46264960
1040;22/06/2016 17:52:09;96;1;6785;0;6720;45595200
1041;22/06/2016 17:52:33;96;1;14280;0;6720;95961600
1042;22/06/2016 17:53:07;96;1;14250;0;6720;95760000
1043;22/06/2016 17:54:22;96;1;13240;0;6720;88972800
1044;22/06/2016 17:57:03;96;1;1445;0;6720;9710400
1045;22/06/2016 17:57:57;96;1;12515;0;6416;80296240
1046;22/06/2016 17:58:17;96;1;14260;0;6416;91492160
1047;23/06/2016 10:12:02;1212;9;10439;212;8400;87687600
1048;25/06/2016 12:07:22;592;9;17217;0;8500;146344500
1049;25/06/2016 12:07:53;592;9;17207;0;8500;146259500
1050;25/06/2016 15:53:14;77;9;18254;380;8300;151508200
1051;27/06/2016 09:31:42;1212;9;16090;322;8400;135156000
1052;27/06/2016 09:32:06;1212;9;14044;280;8400;117969600
1053;27/06/2016 11:28:53;77;9;16025;0;8300;133007500
1054;27/06/2016 11:37:18;77;9;16436;0;8300;136418800
1055;28/06/2016 17:31:32;77;9;16522;0;8250;136306500
1056;28/06/2016 17:33:24;77;9;16717;0;8250;137915250
1057;29/06/2016 17:57:57;96;1;4567;0;6680;30507560
1058;29/06/2016 17:58:14;96;1;12904;0;6680;86198720
1059;29/06/2016 18:09:28;96;1;14680;0;6992;102642560
1060;29/06/2016 18:09:46;96;1;14200;0;6992;99286400
1061;29/06/2016 18:10:25;96;1;13256;0;6992;92685952
1062;29/06/2016 18:11:18;96;1;4898;0;6680;32718640
1063;29/06/2016 18:12:05;96;1;9062;0;6720;60896640
1064;29/06/2016 18:12:40;96;1;13671;0;6680;91322280
1065;29/06/2016 18:13:11;96;1;13960;0;6680;93252800
1066;29/06/2016 18:13:48;96;1;1080;0;6720;7257600
1067;29/06/2016 18:14:08;96;1;14371;0;6720;96573120
1068;29/06/2016 18:14:28;96;1;669;0;6720;4495680
1069;29/06/2016 18:14:59;96;1;12591;0;6720;84611520
1070;29/06/2016 18:15:15;96;1;1170;0;6720;7862400
1071;29/06/2016 18:15:37;96;1;11057;0;6720;74303040
1072;29/06/2016 18:16:36;96;1;2674;0;6840;18290160
1073;29/06/2016 07:36:10;96;1;5190;0;6992;36288480
1074;01/07/2016 07:47:28;77;9;16495;0;8250;136083750
1075;01/07/2016 07:49:37;77;9;18113;0;8250;149432250
1076;01/07/2016 13:33:54;592;9;17207;0;8500;146259500
1077;05/07/2016 17:04:46;77;9;25160;501;8200;206312000
1078;05/07/2016 17:12:59;77;9;17959;0;8250;148161750
1079;06/07/2016 11:04:01;77;9;7035,27;0;8250;58040978
1080;06/07/2016 11:28:18;77;9;1433,7;0;8250;11828025
1081;06/07/2016 11:38:41;77;9;17918,2;0;8250;147825150
1082;07/07/2016 09:29:21;592;9;17277;0;8500;146854500
1083;07/07/2016 09:29:47;592;9;17267;0;8500;146769500
1084;07/07/2016 07:34:16;592;9;17257;0;8500;146684500
1087;09/07/2016 13:53:39;592;9;17277;0;8400;145126800
1088;09/07/2016 13:53:52;592;9;17247;0;8400;144874800
1089;09/07/2016 09:20:28;592;9;4973;0;8500;42270500
1090;09/07/2016 09:20:55;592;9;12304;0;8400;103353600
1091;11/07/2016 08:51:29;96;1;14073;0;7072;99524256
1092;11/07/2016 08:53:17;96;1;8060;0;7072;57000320
1093;11/07/2016 08:55:01;96;1;13960;0;7072;98725120
1094;11/07/2016 08:57:42;96;1;14079;0;7152;100693008
1095;11/07/2016 08:58:52;96;1;13771;0;7072;97388512
1096;11/07/2016 08:59:52;96;1;136;0;7072;961792
1097;11/07/2016 09:00:29;96;1;13986;0;7152;100027872
1098;11/07/2016 09:04:37;96;1;13298;0;7152;95107296
1099;11/07/2016 13:51:55;3718;8;4930;0;5300;26129000
1100;13/07/2016 08:39:33;592;9;17297;0;8400;145294800
1101;13/07/2016 08:39:44;592;9;17257;0;8400;144958800
1102;14/07/2016 15:38:06;592;9;17267;0;8400;145042800
1103;25/07/2016 09:47:53;77;9;18020;358;8080;145601600
1104;25/07/2016 09:48:23;77;9;17878;360;8080;144454240
1105;25/07/2016 09:48:58;77;9;13985;280;8080;112998800
1106;25/07/2016 09:49:47;77;9;33963;710;8030;272722890
1107;26/07/2016 11:16:44;77;9;5939;118;8030;47690170
1108;26/07/2016 11:18:18;77;9;11154;224;8030;89566620
1109;26/07/2016 14:40:27;77;9;32909;690;8080;265904720
1110;28/07/2016 15:10:05;96;1;2755;0;7232;19924160
1111;28/07/2016 15:10:51;96;1;7625;0;7040;53680000
1112;28/07/2016 15:11:19;96;1;14620;0;7080;103509600
1113;03/08/2016 10:38:15;1445;7;16066;0;4600;73903600
1114;03/08/2016 10:38:39;1445;7;2628;0;7500;19710000
1115;03/08/2016 10:39:30;1445;4;10548;0;4500;47466000
1116;03/08/2016 17:23:08;1445;7;33902;690;5600;189851200
1117;03/08/2016 17:26:58;1445;7;15428;310;5600;86396800
1118;03/08/2016 17:28:29;1445;7;5966;120;5600;33409600
1119;03/08/2016 17:29:27;1445;7;15010;300;5800;87058000
1120;03/08/2016 17:32:44;1445;7;6773;136;5800;39283400
1122;03/08/2016 17:34:57;1445;4;13085;128;4400;57574000
1123;03/08/2016 17:35:37;1445;4;12918;124;4400;56839200
1124;03/08/2016 17:54:13;1445;7;8167;164;5600;45735200
1125;03/08/2016 18:56:24;96;1;6675;0;7160;47793000
1126;03/08/2016 18:57:34;96;1;13758;0;7352;101148816
1127;03/08/2016 18:58:35;96;1;4567;0;7352;33576584
1128;17/08/2016 16:29:05;592;9;17227;0;8200;141261400
1129;17/08/2016 16:31:10;592;9;17277;0;8200;141671400
1130;18/08/2016 16:35:30;592;9;17267;0;8200;141589400
1131;30/08/2016 11:36:27;592;9;1351;0;8400;11348400
1132;30/08/2016 15:25:48;592;9;17277;0;8200;141671400
1133;31/08/2016 09:58:24;592;9;17287;0;8200;141753400
1134;01/09/2016 12:13:45;592;9;15016;0;8200;123131200
1135;01/09/2016 07:52:49;96;1;2896;0;6880;19924480
1136;01/09/2016 07:53:10;96;1;14870;0;7072;105160640
1137;01/09/2016 07:53:59;96;1;6422;0;6920;44440240
1138;01/09/2016 07:54:24;96;1;7762;0;6920;53713040
1139;01/09/2016 07:57:55;96;1;14342;0;6920;99246640
1140;01/09/2016 08:14:23;96;1;3708;0;6880;25511040
1141;01/09/2016 10:31:55;96;1;3522;0;6800;23949600
1142;01/09/2016 10:41:33;96;1;246;0;6992;1720032
1143;01/09/2016 10:43:12;96;1;14386;0;6840;98400240
1144;01/09/2016 10:43:35;96;1;6846;0;6840;46826640
1145;01/09/2016 11:39:42;96;1;13801;0;7392;102016992
1146;01/09/2016 11:40:08;96;1;11199;0;7392;82783008
1147;02/09/2016 15:24:09;96;1;14640;0;7352;107633280
1148;02/09/2016 15:25:19;96;1;11000;0;7312;80432000
1149;02/09/2016 15:25:57;96;1;1978;0;7352;14542256
1150;02/09/2016 15:26:20;96;1;8382;0;7352;61624464
1151;02/09/2016 15:27:13;96;1;6118;0;7312;44734816
1152;02/09/2016 09:01:00;3718;8;4990;0;5100;25449000
1153;07/09/2016 16:33:05;708;1;8662;0;5000;43310000
1154;07/09/2016 16:36:52;708;8;25751;0;4000;103004000
1155;07/09/2016 16:37:53;708;1;18846;0;6700;126268200
1156;07/09/2016 16:38:41;708;7;10242;0;5900;60427800
1157;07/09/2016 16:39:31;708;7;8676;0;8000;69408000
1158;07/09/2016 16:40:01;708;8;1056;0;5000;5280000
1159;09/09/2016 14:20:41;1212;9;10152;200;8200;83246400
1160;09/09/2016 14:23:22;1212;9;7038;140;8200;57711600
1161;09/09/2016 14:38:02;1212;9;6952;140;8200;57006400
1162;09/09/2016 14:52:02;1212;9;12887;260;8200;105673400
1163;09/09/2016 14:55:35;1212;9;10045;200;8200;82369000
1164;12/09/2016 07:56:14;96;1;14190;0;7312;103757280
1165;12/09/2016 07:56:30;96;1;14340;0;7312;104854080
1166;13/09/2016 11:59:05;96;1;14280;0;7312;104415360
1167;13/09/2016 11:59:24;96;1;14686;0;7312;107384032
1168;13/09/2016 12:00:01;96;1;14880;0;7312;108802560
1169;13/09/2016 12:00:35;96;1;10506;0;7312;76819872
1170;15/09/2016 08:27:47;805;9;16449;324;8150;134059350
1171;15/09/2016 08:28:10;805;9;3975;78;8200;32595000
1172;16/09/2016 07:21:33;805;9;8077;161;8180;66069860
1173;16/09/2016 09:52:56;805;9;9264;180;8180;75779520
1174;16/09/2016 09:53:24;805;9;8976;177;8180;73423680
1175;20/09/2016 19:41:36;96;1;10825;0;7168;77593600
1176;20/09/2016 19:43:30;96;1;14050;0;7208;101272400
1177;20/09/2016 19:43:55;96;1;14970;0;7208;107903760
1178;20/09/2016 19:44:20;96;1;10155;0;7208;73197240
1179;22/09/2016 18:46:09;96;1;14580;0;7400;107892000
1180;22/09/2016 18:46:43;96;1;3785;0;7360;27857600
1181;22/09/2016 18:48:43;96;1;14370;0;7360;105763200
1182;22/09/2016 18:49:10;96;1;6845;0;7320;50105400
1183;22/09/2016 18:49:39;96;1;8375;0;7400;61975000
1184;22/09/2016 18:50:10;96;1;2045;0;7400;15133000
1185;23/09/2016 15:22:54;805;9;9144;180;8320;76078080
1186;23/09/2016 15:24:45;805;9;6242,5;125;8320;51937600
1187;23/09/2016 15:42:01;805;9;9579;187;8320;79697280
1188;23/09/2016 15:42:29;805;9;14619;290;8320;121630080
1189;23/09/2016 07:54:37;5869;1;10656;0;6984;74421504
1190;23/09/2016 07:55:15;5869;1;18000;586;6906;124315200
1191;23/09/2016 08:10:11;708;1;2500;15;7200;18000000
1192;23/09/2016 08:10:53;708;7;20000;0;5000;100000000
1193;23/09/2016 08:12:13;708;14;13614;0;3000;40842000
1194;23/09/2016 08:14:16;708;7;25454;0;5600;142542400
1195;23/09/2016 08:14:43;708;8;2904;0;4500;13068000
1196;23/09/2016 08:17:45;708;14;476;0;3000;1428000
1197;27/09/2016 14:49:04;592;1;12005;0;7128;85571640
1198;28/09/2016 16:11:28;805;9;9204;180;8320;76577280
1199;28/09/2016 19:41:11;96;1;12485;0;7280;90890800
1200;28/09/2016 19:41:35;96;1;12515;0;7280;91109200
1201;29/09/2016 14:43:26;96;1;14500;0;7264;105328000
1202;29/09/2016 14:44:38;96;1;10500;0;7264;76272000
1203;29/09/2016 16:21:10;805;9;1211;0;8320;10075520
1204;29/09/2016 16:22:37;805;9;5550;131;8370;46453500
1205;29/09/2016 16:24:18;805;9;8081;160;8370;67637970
1206;29/09/2016 16:25:41;805;9;8401;160;8370;70316370
1207;01/10/2016 16:39:28;805;9;3;0;8370;25110
1208;01/10/2016 07:17:40;805;9;8918;180;8370;74643660
1209;03/10/2016 15:03:39;805;9;9107,5;180;8370;76229775
1210;05/10/2016 07:20:28;805;9;23860;0;8400;200424000
1211;06/10/2016 15:57:55;805;9;24402;479;8400;204976800
1212;10/10/2016 19:03:43;96;1;14290;0;7160;102316400
1213;10/10/2016 19:03:58;96;1;12290;0;7160;87996400
1214;10/10/2016 19:04:59;96;1;10224;0;7160;73203840
1215;10/10/2016 16:43:11;96;1;3874;0;7320;28357680
1216;10/10/2016 16:43:38;96;1;14470;0;7280;105341600
1217;10/10/2016 16:44:19;96;1;14950;0;7200;107640000
1218;10/10/2016 16:44:50;96;1;11176;0;7200;80467200
1219;10/10/2016 16:45:55;96;1;3094;0;7160;22153040
1220;10/10/2016 16:46:32;96;1;14530;0;7160;104034800
1221;10/10/2016 16:46:57;96;1;14610;0;7160;104607600
1222;10/10/2016 16:47:40;96;1;14407;0;7160;103154120
1223;10/10/2016 16:48:26;96;1;2085;0;7160;14928600
1224;11/10/2016 09:48:46;805;9;19767;373;8400;166042800
1225;13/10/2016 17:25:17;96;9;10860;0;7264;78887040
1226;13/10/2016 17:25:52;96;1;860;0;7304;6281440
1227;13/10/2016 17:26:15;96;1;2339;0;7304;17084056
1228;13/10/2016 17:27:46;96;1;14368;0;7304;104943872
1229;13/10/2016 17:28:34;96;1;6823;0;7304;49835192
1230;15/10/2016 17:30:06;96;1;14750;0;7304;107734000
1231;15/10/2016 17:32:40;805;9;23758;483;8400;199567200
1232;18/10/2016 09:54:54;805;9;24539;492;8400;206127600
1233;20/10/2016 18:22:27;3973;9;24304;482;8400;204153600
1234;20/10/2016 18:22:50;3973;9;9447;188;8400;79354800
1235;21/10/2016 18:30:12;96;1;14470;0;7560;109393200
1236;21/10/2016 18:30:30;96;1;19410;0;7560;146739600
1237;21/10/2016 18:30:59;96;1;2030;0;7560;15346800
1238;21/10/2016 18:31:26;96;1;16600;0;7544;125230400
1239;21/10/2016 18:31:42;96;1;14960;0;7544;112858240
1240;21/10/2016 18:32:12;96;1;14090;0;7440;104829600
1241;21/10/2016 13:38:21;77;9;23748;400;8300;197108400
1242;21/10/2016 13:39:06;77;9;16289;330;8250;134384250
1243;21/10/2016 13:40:23;77;9;25974;416;8200;212986800
1244;24/10/2016 17:53:26;96;1;1159;0;7424;8604416
1245;24/10/2016 17:53:53;96;1;6538;0;7320;47858160
1246;24/10/2016 17:54:26;96;1;15000;0;7320;109800000
1247;24/10/2016 17:55:04;96;1;19171;0;7416;142172136
1248;24/10/2016 17:55:20;96;1;15010;0;7416;111314160
1249;24/10/2016 17:56:11;96;1;14440;0;7416;107087040
1250;24/10/2016 17:56:23;96;1;1379;0;7416;10226664
1251;24/10/2016 17:57:24;96;1;17281;0;7424;128294144
1252;24/10/2016 17:57:58;96;1;14260;0;7320;104383200
1253;24/10/2016 17:58:25;96;1;14202;0;7320;103958640
1254;25/10/2016 18:00:58;592;1;15293;0;7970;121885210
1255;25/10/2016 18:01:40;592;1;13982;0;7970;111436540
1256;26/10/2016 09:52:12;805;9;24287;481;8100;196724700
1257;27/10/2016 16:37:08;805;9;23897;476;8100;193565700
1258;27/10/2016 08:18:52;96;1;13880;0;7840;108819200
1259;27/10/2016 08:23:28;96;1;3470;0;7880;27343600
1260;27/10/2016 08:24:09;96;1;14606;0;7760;113342560
1261;27/10/2016 08:24:27;96;1;14158;0;7760;109866080
1262;27/10/2016 08:25:18;96;1;14470;0;7880;114023600
1263;27/10/2016 08:25:38;96;1;14710;0;7880;115914800
1264;27/10/2016 08:25:59;96;1;14790;0;7880;116545200
1265;27/10/2016 08:26:13;96;1;19260;0;7880;151768800
1266;27/10/2016 08:26:26;96;1;19420;0;7880;153029600
1267;28/10/2016 07:58:05;3973;9;24207;483;8100;196076700
1268;28/10/2016 07:58:22;3973;9;24072;485;8100;194983200
1269;28/10/2016 07:59:47;3973;9;5449;105;8120;44245880
1270;28/10/2016 08:33:38;1445;1;33277;0;7800;259560600
1271;01/11/2016 07:38:13;96;1;14540;0;7640;111085600
1272;01/11/2016 07:38:32;96;1;6696;0;7640;51157440
1273;01/11/2016 07:39:04;96;1;12674;0;7960;100885040
1274;01/11/2016 07:40:24;96;1;14680;0;7960;116852800
1275;01/11/2016 07:40:38;96;1;19440;0;7960;154742400
1276;01/11/2016 07:41:56;96;1;3206;0;7960;25519760
1277;01/11/2016 17:32:57;96;1;15934;0;7960;126834640
1278;01/11/2016 17:34:05;96;1;14630;0;7960;116454800
1279;01/11/2016 17:34:24;96;1;14570;0;7960;115977200
1280;01/11/2016 17:35:10;96;1;6250;0;7960;49750000
1281;01/11/2016 17:35:27;96;1;14030;0;7960;111678800
1282;01/11/2016 17:35:42;96;1;14750;0;7960;117410000
1283;01/11/2016 17:35:57;96;1;14470;0;7960;115181200
1284;01/11/2016 17:36:49;96;1;19253;0;7960;153253880
1285;01/11/2016 17:37:03;96;1;14900;0;7960;118604000
1286;01/11/2016 17:37:19;96;1;19080;0;7960;151876800
1287;01/11/2016 17:37:32;96;1;11593;0;7960;92280280
1288;01/11/2016 17:38:17;96;1;11390;0;7960;90664400
1289;01/11/2016 17:38:32;96;1;14270;0;7960;113589200
1290;01/11/2016 17:38:45;96;1;14880;0;7960;118444800
1291;03/11/2016 08:57:56;77;9;31368;577;8120;254708160
1292;03/11/2016 09:01:15;77;9;31049;686;8120;252117900
1293;03/11/2016 09:02:56;77;9;23195;280;8120;188343400
1294;04/11/2016 11:09:17;1445;1;27883;0;8230;229477090
1295;04/11/2016 15:23:16;592;1;19800;0;8055;159489000
1296;04/11/2016 15:23:31;592;1;19640;0;8055;158200200
1297;04/11/2016 15:24:12;592;1;10560;0;8055;85060800
1298;04/11/2016 15:26:14;592;1;3798;0;8095;30744810
1299;04/11/2016 15:31:45;592;1;19772;0;8095;160054340
1300;04/11/2016 15:33:12;592;1;19985;0;8095;161778575
1301;04/11/2016 16:55:40;96;1;15140;0;8360;126570400
1302;04/11/2016 16:56:05;96;1;14340;0;8360;119882400
1303;04/11/2016 17:16:53;96;1;18030;0;8360;150730800
1304;04/11/2016 09:28:18;96;1;19500;0;8136;158652000
1305;04/11/2016 09:28:44;96;1;13902;0;8016;111438432
1306;04/11/2016 09:29:18;96;1;14930;0;8016;119678880
1307;04/11/2016 09:29:31;96;1;33;0;8016;264528
1308;04/11/2016 09:30:09;96;1;1635;0;8016;13106160
1309;08/11/2016 06:50:59;96;1;19650;0;8184;160815600
1310;08/11/2016 06:52:21;96;1;5350;0;8184;43784400
1311;08/11/2016 06:53:56;96;1;2490;0;8360;20816400
1312;08/11/2016 07:45:14;592;1;6445;0;8095;52172275
1313;09/11/2016 07:49:05;592;1;9170;0;8543;78339310
1314;10/11/2016 06:52:53;77;9;7279;132;8120;59105480
1315;10/11/2016 07:04:40;77;9;22284;361;8120;180946100
1316;10/11/2016 07:05:15;77;9;2060;40;8120;16727200
1317;10/11/2016 07:06:01;77;9;8000;158;8120;64960000
1318;10/11/2016 07:07:03;77;9;7510;142;8000;60080000
1319;10/11/2016 07:07:33;77;9;4854;53;8000;38832000
1320;10/11/2016 07:47:37;77;9;8090;160;8000;64720000
1321;10/11/2016 07:48:49;77;9;18754;313;8000;150032000
1322;10/11/2016 07:51:41;77;9;10170;200;8000;81360000
1323;10/11/2016 08:03:26;77;9;11046;220;8000;88368000
1324;10/11/2016 08:04:14;77;9;16820;220;0;0
1325;14/11/2016 08:30:05;2067;8;3782;0;5000;18910000
1326;14/11/2016 08:27:05;96;1;1592;0;8400;13372800
1327;14/11/2016 08:27:58;96;1;13290;0;8360;111104400
1328;14/11/2016 08:28:12;96;1;19880;0;8360;166196800
1329;14/11/2016 08:29:00;96;1;14940;0;8360;124898400
1330;14/11/2016 08:29:18;96;1;1890;0;8360;15800400
1331;14/11/2016 09:27:03;96;1;19240;0;8400;161616000
1332;14/11/2016 09:28:00;96;1;14717;0;8280;121856760
1333;14/11/2016 09:28:29;96;1;14451;0;8280;119654280
1334;17/11/2016 07:20:53;96;1;15090;0;8200;123738000
1335;17/11/2016 07:23:09;96;1;18835;0;8200;154447000
1336;17/11/2016 07:26:17;805;9;7982;160;7200;57470400
1337;17/11/2016 07:26:32;805;9;7889;160;7200;56800800
1338;18/11/2016 17:39:58;592;1;13722;0;8963;122990286
